Слово{слово=S,сред,неод=вин,ед|слово=S,сред,неод=им,ед} — не{не=PART=} воробей{воробей=S,муж,од=им,ед},	вылетит{вылетать=V,нп=непрош,ед,изъяв,3-л,сов} — не{не=PART=} воротишь{воротить=V,пе=непрош,ед,изъяв,2-л,несов|воротить=V,пе=непрош,ед,изъяв,2-л,сов}
Нет{нет=PART=|нет=ADV,прдк=|нет=S,ед,муж,неод=вин|нет=S,ед,муж,неод=им} дыма{дым=S,муж,неод=род,ед}	без{без=PR=} огня{огонь=S,муж,неод=род,ед}
Семь{семь=NUM=вин|семь=NUM=им} раз{раз=S,муж,неод=вин,ед|раз=S,муж,неод=род,мн|раз=S,муж,неод=им,ед|раз=CONJ=|раз=ADV=} отмерь{отмеривать=V,пе=ед,пов,2-л,сов} —	один{один=APRO=вин,ед,муж,неод|один=APRO=им,ед,муж|один=ANUM=вин,ед,муж,неод|один=ANUM=им,ед,муж|один=S,муж,од=им,ед} раз{раз=S,муж,неод=вин,ед|раз=S,муж,неод=род,мн|раз=S,муж,неод=им,ед|раз=CONJ=|раз=ADV=} отрежь{отрезать=V,сов,пе=ед,пов,2-л}
Своя{свой=APRO=им,ед,жен} рубашка{рубашка=S,жен,неод=им,ед}	ближе{близко=ADV=срав|близкий=A=срав} к{к=PR=|к=S,сокр=пр,мн|к=S,сокр=пр,ед|к=S,сокр=вин,мн|к=S,сокр=вин,ед|к=S,сокр=дат,мн|к=S,сокр=дат,ед|к=S,сокр=род,мн|к=S,сокр=род,ед|к=S,сокр=твор,мн|к=S,сокр=твор,ед|к=S,сокр=им,мн|к=S,сокр=им,ед} телу{тело=S,сред,неод=дат,ед}
Не{не=PART=} так{так=ADVPRO=|так=PART=|так=CONJ=} страшен{страшный=A=ед,кр,муж|страшены=S,мн,неод=род|страшить=V,несов,пе=прош,ед,прич,кр,муж,страд} черт{черт=S,муж,од=им,ед|черта=S,жен,неод=род,мн},	как{как=CONJ=|как=ADVPRO=|как=PART=} его{он=SPRO,ед,3-л,муж=вин|он=SPRO,ед,3-л,муж=род|оно=SPRO,ед,3-л,сред=вин|оно=SPRO,ед,3-л,сред=род|его=APRO=пр,мн|его=APRO=дат,мн|его=APRO=род,мн|его=APRO=твор,мн|его=APRO=им,мн|его=APRO=им,ед,жен|его=APRO=вин,ед,муж,од|его=APRO=род,ед,муж|его=APRO=род,ед,сред|его=APRO=вин,ед,сред|его=APRO=им,ед,сред|его=APRO=пр,ед,жен|его=APRO=дат,ед,жен|его=APRO=род,ед,жен|его=APRO=твор,ед,жен|его=APRO=пр,ед,муж|его=APRO=пр,ед,сред|его=APRO=дат,ед,муж|его=APRO=дат,ед,сред|его=APRO=вин,ед,жен|его=APRO=вин,мн,неод|его=APRO=вин,ед,муж,неод|его=APRO=им,ед,муж|его=APRO=твор,ед,муж|его=APRO=твор,ед,сред|его=APRO=вин,мн,од|его=APRO=пр,мн,сред|его=APRO=вин,мн,сред|его=APRO=дат,мн,сред|его=APRO=род,мн,сред|его=APRO=твор,мн,сред|его=APRO=им,мн,сред|его=APRO=пр,мн,муж|его=APRO=вин,мн,муж|его=APRO=вин,ед,муж|его=APRO=дат,мн,муж} малюют{малевать=V,несов,пе=непрош,мн,изъяв,3-л}
С{с=PR=|с=S,сокр=пр,мн|с=S,сокр=пр,ед|с=S,сокр=вин,мн|с=S,сокр=вин,ед|с=S,сокр=дат,мн|с=S,сокр=дат,ед|с=S,сокр=род,мн|с=S,сокр=род,ед|с=S,сокр=твор,мн|с=S,сокр=твор,ед|с=S,сокр=им,мн|с=S,сокр=им,ед} поганой{поганый=A=пр,ед,полн,жен|поганый=A=дат,ед,полн,жен|поганый=A=род,ед,полн,жен|поганый=A=твор,ед,полн,жен} овцы{овца=S,жен,од=род,ед|овца=S,жен,од=им,мн} —	хоть{хоть=PART=|хоть=CONJ=} шерсти{шерсть=S,жен,неод=пр,ед|шерсть=S,жен,неод=вин,мн|шерсть=S,жен,неод=дат,ед|шерсть=S,жен,неод=род,ед|шерсть=S,жен,неод=им,мн|шерстить=V,несов,пе=ед,пов,2-л} клок{клок=S,муж,неод=вин,ед|клок=S,муж,неод=им,ед}
С{с=PR=|с=S,сокр=пр,мн|с=S,сокр=пр,ед|с=S,сокр=вин,мн|с=S,сокр=вин,ед|с=S,сокр=дат,мн|с=S,сокр=дат,ед|с=S,сокр=род,мн|с=S,сокр=род,ед|с=S,сокр=твор,мн|с=S,сокр=твор,ед|с=S,сокр=им,мн|с=S,сокр=им,ед} глаз{глаз=S,муж,неод=вин,ед|глаз=S,муж,неод=род,мн|глаз=S,муж,неод=им,ед} долой{долой=ADV=} —	из{из=PR=|иза=S,имя,жен,од=вин,мн|иза=S,имя,жен,од=род,мн} сердца{сердце=S,сред,неод=вин,мн|сердце=S,сред,неод=род,ед|сердце=S,сред,неод=им,мн} вон{вон=PART=|вон=ADVPRO=|вона=S,жен,неод=род,мн}
Не{не=PART=} плюй{плевать=V,несов,нп=ед,пов,2-л} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} колодец{колодец=S,муж,неод=вин,ед|колодец=S,муж,неод=им,ед} —	придется{приходиться=V,нп=непрош,ед,изъяв,3-л,сов|придтись=V,сов,нп=непрош,ед,изъяв,3-л} напиться{напиваться=V,нп=инф,сов}
Рыба{рыба=S,жен,од=им,ед} рыбою{рыба=S,жен,од=твор,ед} сыта{сытый=A=ед,кр,жен|сыта=S,ед,жен,неод=им}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	человек{человек=S,муж,од=вин,мн|человек=S,муж,од=род,мн|человек=S,муж,од=им,ед} человеком{человек=S,муж,од=твор,ед}
Нечего{нечего=ADV,прдк=|нечего=SPRO,ед,сред,неод=род} на{на=PR=|на=PART=} зеркало{зеркало=S,сред,неод=вин,ед|зеркало=S,сред,неод=им,ед} пенять{пенять=V,несов,нп=инф}, коли{коли=CONJ=|коля=S,имя,муж,од=род,ед|коля=S,имя,муж,од=им,мн|колоть=V,несов,пе=ед,пов,2-л|коль=S,фам,муж,од=им,мн}	рожа{рожа=S,жен,неод=им,ед} крива{кривой=A=ед,кр,жен}
Рука{рука=S,жен,неод=им,ед} руку{рука=S,жен,неод=вин,ед} моет{мыть=V,несов,пе=непрош,ед,изъяв,3-л},	вор{вор=S,муж,од=им,ед} вора{вор=S,муж,од=вин,ед|вор=S,муж,од=род,ед} кроет{крыть=V,несов,пе=непрош,ед,изъяв,3-л}
Не{не=PART=} обманешь{обманывать=V,пе=непрош,ед,изъяв,2-л,сов} —	не{не=PART=} продашь{продавать=V,пе=непрош,ед,изъяв,2-л,сов}
Речист{речистый=A=ед,кр,муж}, да{да=CONJ=|да=PART=|да=ADV,прдк=}	на{на=PR=|на=PART=} руку{рука=S,жен,неод=вин,ед} не{не=PART=} чист{чистый=A=ед,кр,муж}
Не{не=PART=} мытьем{мытье=S,ед,сред,неод=твор}, так{так=ADVPRO=|так=PART=|так=CONJ=}	
Работа{работа=S,жен,неод=им,ед} не{не=PART=} вол{вол=S,муж,од=им,ед} —	в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} лес{лес=S,муж,неод=вин,ед|лес=S,муж,неод=им,ед|леса=S,жен,неод=род,мн} не{не=PART=} убежит{убегать=V,нп=непрош,ед,изъяв,3-л,сов}
Не{не=PART=} знаешь{знать=V,несов,пе=непрош,ед,изъяв,2-л}, где{где=ADVPRO=} найдешь{находить=V=непрош,ед,изъяв,2-л,сов,пе},	где{где=ADVPRO=} потеряешь{потерять=V,сов,пе=непрош,ед,изъяв,2-л}
Не{не=PART=} буди{будить=V,несов,пе=ед,пов,2-л} лихо{лихо=ADV=|лихо=S,сред,неод=вин,ед|лихо=S,сред,неод=им,ед|лихо=ADV,прдк=|лихой=A=ед,кр,сред}, пока{пока=CONJ=|пока=ADV=|пока=PART=}	 оно{оно=SPRO,ед,3-л,сред=им|оно=PART=} тихо{тихо=ADV=|тихий=A=ед,кр,сред}
Пьяному{пьяный=A=дат,ед,полн,муж|пьяный=A=дат,ед,полн,сред|пьяный=S,муж,од=дат,ед} море{море=S,сред,неод=пр,ед|море=S,сред,неод=вин,ед|море=S,сред,неод=им,ед|мор=S,муж,неод=пр,ед|мора=S,имя,жен,од=пр,ед|мора=S,имя,жен,од=дат,ед} по{по=PR=} колено{колено=S,сред,неод=вин,ед|колено=S,сред,неод=им,ед},  а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	лужа{лужа=S,жен,неод=им,ед} по{по=PR=} уши{ухо=S,сред,неод=вин,мн|ухо=S,сред,неод=им,мн}
Нашла{находить=V=прош,ед,изъяв,жен,сов,пе} коса{коса=S,жен,неод=им,ед|косой=A=ед,кр,жен|кос=S,гео,муж,неод=род,ед}	на{на=PR=|на=PART=} камень{камень=S,муж,неод=вин,ед|камень=S,муж,неод=им,ед}
Пуганая{пуганый=A=им,ед,полн,жен} ворона{ворона=S,жен,од=им,ед|ворон=S,муж,од=вин,ед|ворон=S,муж,од=род,ед} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	 куста{куст=S,муж,неод=род,ед} боится{бояться=V,несов,нп=непрош,ед,изъяв,3-л}
Назвался{назваться=V,сов,нп=прош,ед,изъяв,муж} груздем{груздь=S,муж,неод=твор,ед}	полезай{полезть=V,сов,нп=ед,пов,2-л|лезть=V,несов,нп=ед,пов,2-л} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} кузов{кузов=S,муж,неод=вин,ед|кузов=S,муж,неод=им,ед}
Пришел{приходить=V,нп=прош,ед,изъяв,муж,сов|прийти=V,сов,нп=прош,ед,изъяв,муж} марток{мартка=S,имя,жен,од=вин,мн|мартка=S,имя,жен,од=род,мн},	надевай{надевать=V,пе=ед,пов,2-л,несов} двое{двое=NUM=им|двое=NUM=вин,неод} порток{портки=S,мн,неод=род}
На{на=PR=|на=PART=} нет{нет=PART=|нет=ADV,прдк=|нет=S,ед,муж,неод=вин|нет=S,ед,муж,неод=им} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	суда{суд=S,муж,неод=род,ед|судно=S,сред,неод=вин,мн|судно=S,сред,неод=им,мн} нет{нет=PART=|нет=ADV,прдк=|нет=S,ед,муж,неод=вин|нет=S,ед,муж,неод=им}
На{на=PR=|на=PART=} нас{мы=SPRO,мн,1-л=пр|мы=SPRO,мн,1-л=вин|мы=SPRO,мн,1-л=род} где{где=ADVPRO=} сядешь{садиться=V,нп=непрош,ед,изъяв,2-л,сов},	там{там=ADVPRO=|там=PART=} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} слезешь{слезать=V,нп=непрош,ед,изъяв,2-л,сов}
Поспешишь{поспешить=V,сов,нп=непрош,ед,изъяв,2-л} —	людей{человек=S,муж,од=вин,мн|человек=S,муж,од=род,мн} насмешишь{насмешить=V,сов,пе=непрош,ед,изъяв,2-л}
На{на=PR=|на=PART=} каждый{каждый=APRO=вин,ед,муж,неод|каждый=APRO=им,ед,муж|каждый=SPRO,ед,муж,од=им} роток{роток=S,муж,неод=вин,ед|роток=S,муж,неод=им,ед}	не{не=PART=} накинешь{накинуть=V,сов,пе=непрош,ед,изъяв,2-л} платок{платок=S,муж,неод=вин,ед|платок=S,муж,неод=им,ед}
Посеешь{посеять=V,сов,пе=непрош,ед,изъяв,2-л} поступок{поступок=S,муж,неод=вин,ед|поступок=S,муж,неод=им,ед},	пожнёшь{пожинать=V,пе=непрош,ед,изъяв,2-л,сов} привычку{привычка=S,жен,неод=вин,ед}
На{на=PR=|на=PART=} каждый{каждый=APRO=вин,ед,муж,неод|каждый=APRO=им,ед,муж|каждый=SPRO,ед,муж,од=им} чих{чих=INTJ=|чих=S,муж,неод=вин,ед|чих=S,муж,неод=им,ед}	не{не=PART=} наздравствуешься{наздравствоваться=V,сов,нп=непрош,ед,изъяв,2-л}
Попытка{попытка=S,жен,неод=им,ед} — не{не=PART=} пытка{пытка=S,жен,неод=им,ед}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	 спрос{спрос=S,муж,неод=вин,ед|спрос=S,муж,неод=им,ед} — не{не=PART=} беда{беда=S,жен,неод=им,ед|беда=ADV,прдк=}
На{на=PR=|на=PART=} Бога{бог=S,муж,од=вин,ед|бог=S,муж,од=род,ед} надейся{надеяться=V,несов,нп=ед,пов,2-л}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	сам{сам=APRO=вин,ед,муж,неод|сам=APRO=им,ед,муж} не{не=PART=} плошай{плошать=V,несов,нп=ед,пов,2-л}
Пока{пока=CONJ=|пока=ADV=|пока=PART=} не{не=PART=} запряг{запрягать=V=прош,ед,изъяв,муж,сов}	не{не=PART=} нукай{нукать=V,несов,нп=ед,пов,2-л}
Мягко{мягко=ADV=|мягкий=A=ед,кр,сред} стелет{стлать=V,несов=непрош,ед,изъяв,3-л,пе|стелить=V=непрош,ед,изъяв,3-л,сов,пе}, да{да=CONJ=|да=PART=|да=ADV,прдк=}	жёстко{жестко=ADV=|жесткий=A=ед,кр,сред} спать{спать=V,несов,нп=инф}
Поели{поесть=V,сов,пе=прош,мн,изъяв}, попили{попить=V,сов,пе=прош,мн,изъяв|попилить=V,сов,пе=ед,пов,2-л}, пора{пора=ADV,прдк=|пора=S,жен,неод=им,ед}	 и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} честь{честь=S,жен,неод=вин,ед|честь=S,жен,неод=им,ед|честь=V,несов,пе=инф} знать{знать=V,несов,пе=инф|знать=ADV,вводн=|знать=S,жен,неод=вин,ед|знать=S,жен,неод=им,ед}
Мы{мы=SPRO,мн,1-л=им} люди{человек=S,муж,од=им,мн} не{не=PART=} гордые{гордый=A=вин,мн,полн,неод|гордый=A=им,мн,полн}:	нету{нету=ADV,прдк=|нет=S,ед,муж,неод=дат} хлеба{хлеб=S,муж,неод=вин,мн|хлеб=S,муж,неод=род,ед|хлеб=S,муж,неод=им,мн}, давай{давать=V,пе=ед,пов,2-л,несов} пироги{пирог=S,муж,неод=вин,мн|пирог=S,муж,неод=им,мн|пирога=S,жен,неод=вин,мн|пирога=S,жен,неод=род,ед|пирога=S,жен,неод=им,мн}
По{по=PR=} Сеньке{сенька=S,имя,муж,од=пр,ед|сенька=S,имя,муж,од=дат,ед} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	
Муж{муж=S,муж,од=им,ед|муж=S,муж,од=им,ед} да{да=CONJ=|да=PART=|да=ADV,прдк=} жена{жена=S,жен,од=им,ед} —	одна{один=APRO=им,ед,жен|один=ANUM=им,ед,жен} сатана{сатана=S,мж,од=им,ед}
Муж{муж=S,муж,од=им,ед|муж=S,муж,од=им,ед} — голова{голова=S,жен,неод=им,ед|голов=S,фам,муж,од=вин,ед|голов=S,фам,муж,од=род,ед|голова=S,мж,од=им,ед|голова=S,фам,жен,од=им,ед}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед}	жена{жена=S,жен,од=им,ед} — шея{шея=S,жен,неод=им,ед}
Плохо{плохо=ADV=|плохой=A=ед,кр,сред} овцам{овца=S,жен,од=дат,мн}, коли{коли=CONJ=|коля=S,имя,муж,од=род,ед|коля=S,имя,муж,од=им,мн|колоть=V,несов,пе=ед,пов,2-л|коль=S,фам,муж,од=им,мн}	волк{волк=S,муж,од=им,ед|волк=S,муж,неод=вин,ед|волк=S,муж,неод=им,ед} пастух{пастух=S,муж,од=им,ед}
Моя{мой=APRO=им,ед,жен|мыть=V,несов,пе=непрош,деепр} хата{хата=S,жен,неод=им,ед} с{с=PR=|с=S,сокр=пр,мн|с=S,сокр=пр,ед|с=S,сокр=вин,мн|с=S,сокр=вин,ед|с=S,сокр=дат,мн|с=S,сокр=дат,ед|с=S,сокр=род,мн|с=S,сокр=род,ед|с=S,сокр=твор,мн|с=S,сокр=твор,ед|с=S,сокр=им,мн|с=S,сокр=им,ед} краю{край=S,муж,неод=дат,ед|край=S,муж,неод=местн,ед},	никого{никто=SPRO,ед,муж,од=вин|никто=SPRO,ед,муж,од=род} не{не=PART=} знаю{знать=V,несов,пе=непрош,ед,изъяв,1-л}
Охал{охать=V,несов,нп=прош,ед,изъяв,муж} бы{бы=PART=} ты{ты=SPRO,ед,2-л=им} дядя{дядя=S,муж,од=им,ед}	на{на=PR=|на=PART=} себя{себя=SPRO=вин|себя=SPRO=род} глядя{глядеть=V,несов,пе=непрош,деепр|глядя=ADV=}
Маленькая{маленький=A=им,ед,полн,жен|маленькая=S,жен,од=им,ед} собачка{собачка=S,жен,од=им,ед|собачка=S,жен,неод=им,ед}	всю{весь=APRO=вин,ед,жен} жизнь{жизнь=S,жен,неод=вин,ед|жизнь=S,жен,неод=им,ед} щенок{щенок=S,муж,од=им,ед}
Два{два=NUM=вин,муж,неод|два=NUM=им,муж|два=NUM=вин,сред|два=NUM=им,сред} сына{сын=S,муж,од=вин,ед|сын=S,муж,од=род,ед} — полсына{полсын?=S,имя,муж,од=вин,ед|полсын?=S,имя,муж,од=род,ед},	три{три=NUM=им|три=NUM=вин,неод|тереть=V,несов,пе=ед,пов,2-л} сына{сын=S,муж,од=вин,ед|сын=S,муж,од=род,ед} — сын{сын=S,муж,од=им,ед}
Мал{маленький=A=ед,кр,муж|малый=A=ед,кр,муж} клоп{клоп=S,муж,од=им,ед}, да{да=CONJ=|да=PART=|да=ADV,прдк=}	
Любишь{любить=V,несов,пе=непрош,ед,изъяв,2-л} кататься{кататься=V,несов,нп=инф} —	люби{любить=V,несов,пе=ед,пов,2-л} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=} саночки{саночки=S,мн,неод=вин|саночки=S,мн,неод=им} возить{возить=V,несов,пе=инф}
Нос{нос=S,муж,неод=вин,ед|нос=S,муж,неод=им,ед} вытащил{вытаскивать=V,пе=прош,ед,изъяв,муж,сов} — хвост{хвост=S,муж,неод=вин,ед|хвост=S,муж,неод=им,ед} увяз{увязать=V,нп=прош,ед,изъяв,муж,сов|увязнуть=V,сов=прош,ед,изъяв,муж}, хвост{хвост=S,муж,неод=вин,ед|хвост=S,муж,неод=им,ед} вытащил{вытаскивать=V,пе=прош,ед,изъяв,муж,сов} —	нос{нос=S,муж,неод=вин,ед|нос=S,муж,неод=им,ед} увяз{увязать=V,нп=прош,ед,изъяв,муж,сов|увязнуть=V,сов=прош,ед,изъяв,муж}
Лучше{хорошо=ADV=срав,вводн|хороший=A=срав} синица{синица=S,жен,од=им,ед} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} руках{рука=S,жен,неод=пр,мн}, чем{чем=CONJ=|что=SPRO,ед,сред,неод=пр|что=SPRO,ед,сред,неод=твор}	журавль{журавль=S,муж,од=им,ед|журавль=S,муж,неод=вин,ед|журавль=S,муж,неод=им,ед} в{в=PR=|в=S,сокр=пр,мн|в=S,сокр=пр,ед|в=S,сокр=вин,мн|в=S,сокр=вин,ед|в=S,сокр=дат,мн|в=S,сокр=дат,ед|в=S,сокр=род,мн|в=S,сокр=род,ед|в=S,сокр=твор,мн|в=S,сокр=твор,ед|в=S,сокр=им,мн|в=S,сокр=им,ед} небе{небо=S,сред,неод=пр,ед|небо=S,сред,неод=пр,ед}
Ни{ни=PART=|ни=CONJ=} два{два=NUM=вин,муж,неод|два=NUM=им,муж|два=NUM=вин,сред|два=NUM=им,сред} ни{ни=PART=|ни=CONJ=}	полтора{полтора=NUM=им,муж|полтора=NUM=вин,сред|полтора=NUM=им,сред|полтора=NUM=вин,муж}
Лучше{хорошо=ADV=срав,вводн|хороший=A=срав} поздно{поздно=ADV=}, чем{чем=CONJ=|что=SPRO,ед,сред,неод=пр|что=SPRO,ед,сред,неод=твор}	никогда{никогда=ADVPRO=}
Нет{нет=PART=|нет=ADV,прдк=|нет=S,ед,муж,неод=вин|нет=S,ед,муж,неод=им} худа{худой=A=ед,кр,жен|худо=S,сред,неод=вин,мн|худо=S,сред,неод=род,ед|худо=S,сред,неод=им,мн} без{без=PR=}	никогда{никогда=ADVPRO=}
Как{как=CONJ=|как=ADVPRO=|как=PART=} пришло{приходить=V,нп=прош,ед,изъяв,сред,сов|прийти=V,сов,нп=прош,ед,изъяв,сред|пришлый=A=ед,кр,сред}, так{так=ADVPRO=|так=PART=|так=CONJ=} и{и=CONJ=|и=INTJ=|и=S,сокр=пр,мн|и=S,сокр=пр,ед|и=S,сокр=вин,мн|и=S,сокр=вин,ед|и=S,сокр=дат,мн|и=S,сокр=дат,ед|и=S,сокр=род,мн|и=S,сокр=род,ед|и=S,сокр=твор,мн|и=S,сокр=твор,ед|и=S,сокр=им,мн|и=S,сокр=им,ед|и=PART=}	ушло{уходить=V,нп=прош,ед,изъяв,сред,сов}
Нет{нет=PART=|нет=ADV,прдк=|нет=S,ед,муж,неод=вин|нет=S,ед,муж,неод=им} друга{друг=S,муж,од=вин,ед|друг=S,муж,од=род,ед}, так{так=ADVPRO=|так=PART=|так=CONJ=} ищи{искать=V,несов,пе=ед,пов,2-л}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед} нашёл{находить=V=прош,ед,изъяв,муж,сов,пе}, так{так=ADVPRO=|так=PART=|так=CONJ=}	береги{беречь=V,несов,пе=ед,пов,2-л}
Ласковый{ласковый=A=вин,ед,полн,муж,неод|ласковый=A=им,ед,полн,муж} теленок{теленок=S,муж,од=им,ед}	двух{два=NUM=пр|два=NUM=род|два=NUM=вин,муж,од|два=NUM=вин,жен,од} маток{матка=S,жен,неод=род,мн|матка=S,жен,од=вин,мн|матка=S,жен,од=род,мн} сосёт{сосать=V,несов,пе=непрош,ед,изъяв,3-л}
Не{не=PART=} тот{тот=APRO=вин,ед,муж,неод|тот=APRO=им,ед,муж} вор{вор=S,муж,од=им,ед}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=} крадёт{красть=V,несов=непрош,ед,изъяв,3-л,пе}, а{а=CONJ=|а=PART=|а=INTJ=|а=S,сокр=пр,мн|а=S,сокр=пр,ед|а=S,сокр=вин,мн|а=S,сокр=вин,ед|а=S,сокр=дат,мн|а=S,сокр=дат,ед|а=S,сокр=род,мн|а=S,сокр=род,ед|а=S,сокр=твор,мн|а=S,сокр=твор,ед|а=S,сокр=им,мн|а=S,сокр=им,ед} тот{тот=APRO=вин,ед,муж,неод|тот=APRO=им,ед,муж} вор{вор=S,муж,од=им,ед}, что{что=CONJ=|что=SPRO,ед,сред,неод=вин|что=SPRO,ед,сред,неод=им|что=ADVPRO=}	концы{конец=S,муж,неод=вин,мн|конец=S,муж,неод=им,мн} хоронит{хоронить=V,несов,пе=непрош,ед,изъяв,3-л}
Куй{ковать=V,несов,пе=ед,пов,2-л} железо{железо=S,сред,неод=вин,ед|железо=S,сред,неод=им,ед}, пока{пока=CONJ=|пока=ADV=|пока=PART=}	горячо{горячо=ADV=|горячий=A=ед,кр,сред}
